StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,ConsentForm2,OSInfo2_Browser,OSInfo2_Version,OSInfo2_Operating System,OSInfo2_Resolution,GDPRConsent2,iPhoneorAndroid2,SetLimitsiPhone2,SetLimitsAndroid2,AffFore2,iPhoneSSquiz2,SSiPhonetimer2_First Click,SSiPhonetimer2_Last Click,SSiPhonetimer2_Page Submit,SSiPhonetimer2_Click Count,IPhoneSS12_Id,IPhoneSS12_Name,IPhoneSS12_Size,IPhoneSS12_Type,iPhoneSSConfidence2_4,IPhoneReportTotal2_1,IPhoneReportTotal2_2,SSiPhoneTimer22_First Click,SSiPhoneTimer22_Last Click,SSiPhoneTimer22_Page Submit,SSiPhoneTimer22_Click Count,iPhoneSS22_Id,iPhoneSS22_Name,iPhoneSS22_Size,iPhoneSS22_Type,iPhoneSS32_Id,iPhoneSS32_Name,iPhoneSS32_Size,iPhoneSS32_Type,iPhoneSS42_Id,iPhoneSS42_Name,iPhoneSS42_Size,iPhoneSS42_Type,IPhoneTwitter2_1,IPhoneTwitter2_2,IPhoneInsta2_1,IPhoneInsta2_2,IPhoneFacebook2_1,IPhoneFacebook2_2,IPhoneTikTok2_1,IPhoneTikTok2_2,TechDiff2iPhone,TechDiff2iPhone_6_TEXT,1_AndroidSSquiz2,1_SSAndroidtimer2_First Click,1_SSAndroidtimer2_Last Click,1_SSAndroidtimer2_Page Submit,1_SSAndroidtimer2_Click Count,1_AndroidSS12_Id,1_AndroidSS12_Name,1_AndroidSS12_Size,1_AndroidSS12_Type,1_AndroidSSConfidence2_4,1_AndroidReportTotal2_1,1_AndroidReportTotal2_2,1_SSAndroidTimer22_First Click,1_SSAndroidTimer22_Last Click,1_SSAndroidTimer22_Page Submit,1_SSAndroidTimer22_Click Count,1_AndroidSS22_Id,1_AndroidSS22_Name,1_AndroidSS22_Size,1_AndroidSS22_Type,1_AndroidSS32_Id,1_AndroidSS32_Name,1_AndroidSS32_Size,1_AndroidSS32_Type,1_AndroidSS42_Id,1_AndroidSS42_Name,1_AndroidSS42_Size,1_AndroidSS42_Type,1_AndroidTwitter2_1,1_AndroidTwitter2_2,1_AndroidInsta2_1,1_AndroidInsta2_2,1_AndroidFacebook2_1,1_AndroidFacebook2_2,1_AndroidTikTok2_1,1_AndroidTikTok2_2,1_TechDiff2Android,1_TechDiff2Android_5_TEXT,2_AndroidSSquiz2,2_SSAndroidtimer2_First Click,2_SSAndroidtimer2_Last Click,2_SSAndroidtimer2_Page Submit,2_SSAndroidtimer2_Click Count,2_AndroidSS12_Id,2_AndroidSS12_Name,2_AndroidSS12_Size,2_AndroidSS12_Type,2_AndroidSSConfidence2_4,2_AndroidReportTotal2_1,2_AndroidReportTotal2_2,2_SSAndroidTimer22_First Click,2_SSAndroidTimer22_Last Click,2_SSAndroidTimer22_Page Submit,2_SSAndroidTimer22_Click Count,2_AndroidSS22_Id,2_AndroidSS22_Name,2_AndroidSS22_Size,2_AndroidSS22_Type,2_AndroidSS32_Id,2_AndroidSS32_Name,2_AndroidSS32_Size,2_AndroidSS32_Type,2_AndroidSS42_Id,2_AndroidSS42_Name,2_AndroidSS42_Size,2_AndroidSS42_Type,2_AndroidTwitter2_1,2_AndroidTwitter2_2,2_AndroidInsta2_1,2_AndroidInsta2_2,2_AndroidFacebook2_1,2_AndroidFacebook2_2,2_AndroidTikTok2_1,2_AndroidTikTok2_2,2_TechDiff2Android,2_TechDiff2Android_5_TEXT,3_AndroidSSquiz2,3_SSAndroidtimer2_First Click,3_SSAndroidtimer2_Last Click,3_SSAndroidtimer2_Page Submit,3_SSAndroidtimer2_Click Count,3_AndroidSS12_Id,3_AndroidSS12_Name,3_AndroidSS12_Size,3_AndroidSS12_Type,3_AndroidSSConfidence2_4,3_AndroidReportTotal2_1,3_AndroidReportTotal2_2,3_SSAndroidTimer22_First Click,3_SSAndroidTimer22_Last Click,3_SSAndroidTimer22_Page Submit,3_SSAndroidTimer22_Click Count,3_AndroidSS22_Id,3_AndroidSS22_Name,3_AndroidSS22_Size,3_AndroidSS22_Type,3_AndroidSS32_Id,3_AndroidSS32_Name,3_AndroidSS32_Size,3_AndroidSS32_Type,3_AndroidSS42_Id,3_AndroidSS42_Name,3_AndroidSS42_Size,3_AndroidSS42_Type,3_AndroidTwitter2_1,3_AndroidTwitter2_2,3_AndroidInsta2_1,3_AndroidInsta2_2,3_AndroidFacebook2_1,3_AndroidFacebook2_2,3_AndroidTikTok2_1,3_AndroidTikTok2_2,3_TechDiff2Android,3_TechDiff2Android_5_TEXT,4_AndroidSSquiz2,4_SSAndroidtimer2_First Click,4_SSAndroidtimer2_Last Click,4_SSAndroidtimer2_Page Submit,4_SSAndroidtimer2_Click Count,4_AndroidSS12_Id,4_AndroidSS12_Name,4_AndroidSS12_Size,4_AndroidSS12_Type,4_AndroidSSConfidence2_4,4_AndroidReportTotal2_1,4_AndroidReportTotal2_2,4_SSAndroidTimer22_First Click,4_SSAndroidTimer22_Last Click,4_SSAndroidTimer22_Page Submit,4_SSAndroidTimer22_Click Count,4_AndroidSS22_Id,4_AndroidSS22_Name,4_AndroidSS22_Size,4_AndroidSS22_Type,4_AndroidSS32_Id,4_AndroidSS32_Name,4_AndroidSS32_Size,4_AndroidSS32_Type,4_AndroidSS42_Id,4_AndroidSS42_Name,4_AndroidSS42_Size,4_AndroidSS42_Type,4_AndroidTwitter2_1,4_AndroidTwitter2_2,4_AndroidInsta2_1,4_AndroidInsta2_2,4_AndroidFacebook2_1,4_AndroidFacebook2_2,4_AndroidTikTok2_1,4_AndroidTikTok2_2,4_TechDiff2Android,4_TechDiff2Android_5_TEXT,5_AndroidSSquiz2,5_SSAndroidtimer2_First Click,5_SSAndroidtimer2_Last Click,5_SSAndroidtimer2_Page Submit,5_SSAndroidtimer2_Click Count,5_AndroidSS12_Id,5_AndroidSS12_Name,5_AndroidSS12_Size,5_AndroidSS12_Type,5_AndroidSSConfidence2_4,5_AndroidReportTotal2_1,5_AndroidReportTotal2_2,5_SSAndroidTimer22_First Click,5_SSAndroidTimer22_Last Click,5_SSAndroidTimer22_Page Submit,5_SSAndroidTimer22_Click Count,5_AndroidSS22_Id,5_AndroidSS22_Name,5_AndroidSS22_Size,5_AndroidSS22_Type,5_AndroidSS32_Id,5_AndroidSS32_Name,5_AndroidSS32_Size,5_AndroidSS32_Type,5_AndroidSS42_Id,5_AndroidSS42_Name,5_AndroidSS42_Size,5_AndroidSS42_Type,5_AndroidTwitter2_1,5_AndroidTwitter2_2,5_AndroidInsta2_1,5_AndroidInsta2_2,5_AndroidFacebook2_1,5_AndroidFacebook2_2,5_AndroidTikTok2_1,5_AndroidTikTok2_2,5_TechDiff2Android,5_TechDiff2Android_5_TEXT,6_AndroidSSquiz2,6_SSAndroidtimer2_First Click,6_SSAndroidtimer2_Last Click,6_SSAndroidtimer2_Page Submit,6_SSAndroidtimer2_Click Count,6_AndroidSS12_Id,6_AndroidSS12_Name,6_AndroidSS12_Size,6_AndroidSS12_Type,6_AndroidSSConfidence2_4,6_AndroidReportTotal2_1,6_AndroidReportTotal2_2,6_SSAndroidTimer22_First Click,6_SSAndroidTimer22_Last Click,6_SSAndroidTimer22_Page Submit,6_SSAndroidTimer22_Click Count,6_AndroidSS22_Id,6_AndroidSS22_Name,6_AndroidSS22_Size,6_AndroidSS22_Type,6_AndroidSS32_Id,6_AndroidSS32_Name,6_AndroidSS32_Size,6_AndroidSS32_Type,6_AndroidSS42_Id,6_AndroidSS42_Name,6_AndroidSS42_Size,6_AndroidSS42_Type,6_AndroidTwitter2_1,6_AndroidTwitter2_2,6_AndroidInsta2_1,6_AndroidInsta2_2,6_AndroidFacebook2_1,6_AndroidFacebook2_2,6_AndroidTikTok2_1,6_AndroidTikTok2_2,6_TechDiff2Android,6_TechDiff2Android_5_TEXT,7_AndroidSSquiz2,7_SSAndroidtimer2_First Click,7_SSAndroidtimer2_Last Click,7_SSAndroidtimer2_Page Submit,7_SSAndroidtimer2_Click Count,7_AndroidSS12_Id,7_AndroidSS12_Name,7_AndroidSS12_Size,7_AndroidSS12_Type,7_AndroidSSConfidence2_4,7_AndroidReportTotal2_1,7_AndroidReportTotal2_2,7_SSAndroidTimer22_First Click,7_SSAndroidTimer22_Last Click,7_SSAndroidTimer22_Page Submit,7_SSAndroidTimer22_Click Count,7_AndroidSS22_Id,7_AndroidSS22_Name,7_AndroidSS22_Size,7_AndroidSS22_Type,7_AndroidSS32_Id,7_AndroidSS32_Name,7_AndroidSS32_Size,7_AndroidSS32_Type,7_AndroidSS42_Id,7_AndroidSS42_Name,7_AndroidSS42_Size,7_AndroidSS42_Type,7_AndroidTwitter2_1,7_AndroidTwitter2_2,7_AndroidInsta2_1,7_AndroidInsta2_2,7_AndroidFacebook2_1,7_AndroidFacebook2_2,7_AndroidTikTok2_1,7_AndroidTikTok2_2,7_TechDiff2Android,7_TechDiff2Android_5_TEXT,Reminder2_1,Reminder2_3,whyNoParticipate2_1,whyNoParticipate2_2,whyNoParticipate2_3,whyNoParticipate2_4,whyNoParticipate2_5,whyNoParticipate2_5_TEXT,Forecast2,Feedback2,Login ID,ID,Condition,FL_7_DO_FL_29,FL_7_DO_FL_30
2025-12-22T10:59:58Z,2025-12-22T11:06:49Z,0,100,410,1,2025-12-22T11:06:50Z,R_8Ht7EwvrLWYcYT9,anonymous,EN,1,1,Chrome,143.0.0.0,Macintosh,1920x1080,1,1,NA,NA,3,3,61.772,70.318,106.575,5,F_YQY6zSnCIMAY6gV,ljjVlnYJE6a1dKeJiOdrxRpFDI.png,156211,image/png,51,7,35,64.066,73.321,76.092,8,F_xmFxt8sS9tKsCKR,e1uALui.jpg,229908,image/jpeg,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,35,0,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,No,19541678,NA,2,1,2
2025-12-22T11:06:56Z,2025-12-22T11:12:39Z,0,100,342,1,2025-12-22T11:12:40Z,R_2S1Te6xrLiZcMsT,anonymous,EN,1,1,Chrome,143.0.0.0,Macintosh,1920x1080,1,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.755,98.253,100.324,2,F_3GktlsXbm8ZaGry,Screenshot 2025-12-22 at 1.08.56 PM.png,101842,image/png,57,3,22,2.002,147.309,150.289,9,F_3IVI7HcyanBVTy0,Screenshot_20251218-155324.png,183514,image/png,NA,NA,NA,NA,NA,NA,NA,NA,0,21,0,32,0,0,0,45,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,No,62795850,NA,2,1,2
