task_id,image_col,image_path,status,error,trufor_score,max_roi_score,n_rois,npz_path,best_roi_text,best_roi_conf,crop_path
app_R_2BhyCb4ecx2QBdK_0001,app_screenshot1_path,data/qualtrics/team_example/endline/uploads/R_2BhyCb4ecx2QBdK/Screenshot_20251218_155324.png,flagged,,0.6823036074638367,0.11460751295089722,8,/Users/christopherbarrie/Dropbox/nyu_projects/GSMS/GSME_compliance/data/qualtrics/team_example/endline/results/trufor_npz/Screenshot_20251218_155324.png.npz,45m,96.0,/Users/christopherbarrie/Dropbox/nyu_projects/GSMS/GSME_compliance/data/qualtrics/team_example/endline/results/trufor_crops/app_R_2BhyCb4ecx2QBdK_0001_app_screenshot1_path_roi0.115_g0.682.png
app_R_8lSyyTQnx32R75T_0002,app_screenshot1_path,data/qualtrics/team_example/endline/uploads/R_8lSyyTQnx32R75T/Screenshot_20251218_155324.png,flagged,,0.6823036074638367,0.11460751295089722,9,/Users/christopherbarrie/Dropbox/nyu_projects/GSMS/GSME_compliance/data/qualtrics/team_example/endline/results/trufor_npz/Screenshot_20251218_155324.png.npz,45m,96.0,/Users/christopherbarrie/Dropbox/nyu_projects/GSMS/GSME_compliance/data/qualtrics/team_example/endline/results/trufor_crops/app_R_8lSyyTQnx32R75T_0002_app_screenshot1_path_roi0.115_g0.682.png
