task_id,image_col,image_path,status,error,trufor_score,max_roi_score,n_rois,npz_path,best_roi_text,best_roi_conf,crop_path
avg_R_2BhyCb4ecx2QBdK_0001,total_screenshot_path,data/qualtrics/team_example/endline/uploads/R_2BhyCb4ecx2QBdK/Screenshot_20251218_155207.png,flagged,,0.5768847465515137,0.21125037968158722,12,/Users/christopherbarrie/Dropbox/nyu_projects/GSMS/GSME_compliance/data/qualtrics/team_example/endline/results/trufor_npz/Screenshot_20251218_155207.png.npz,2h,95.0,/Users/christopherbarrie/Dropbox/nyu_projects/GSMS/GSME_compliance/data/qualtrics/team_example/endline/results/trufor_crops/avg_R_2BhyCb4ecx2QBdK_0001_total_screenshot_path_roi0.211_g0.577.png
avg_R_8lSyyTQnx32R75T_0002,total_screenshot_path,data/qualtrics/team_example/endline/uploads/R_8lSyyTQnx32R75T/Screenshot_20251218_155207.png,flagged,,0.5768847465515137,0.21125037968158722,12,/Users/christopherbarrie/Dropbox/nyu_projects/GSMS/GSME_compliance/data/qualtrics/team_example/endline/results/trufor_npz/Screenshot_20251218_155207.png.npz,2h,95.0,/Users/christopherbarrie/Dropbox/nyu_projects/GSMS/GSME_compliance/data/qualtrics/team_example/endline/results/trufor_crops/avg_R_8lSyyTQnx32R75T_0002_total_screenshot_path_roi0.211_g0.577.png
