task_id,image_col,image_path,status,http_status,error,ai_generated_score,flagged,raw_response
app_R_2S1Te6xrLiZcMsT_0001,app_screenshot1_path,data/qualtrics/team_example/baseline/uploads/R_2S1Te6xrLiZcMsT/Screenshot_20251218_155324.png,ok,200,,0.25,0,"{""status"": ""success"", ""request"": {""id"": ""req_jYgZIjRfkKI4KSmZ18k3A"", ""timestamp"": 1768824329.931898, ""operations"": 5}, ""type"": {""ai_generated"": 0.25}, ""media"": {""id"": ""med_jYgZrLQOJ8gUVco3Dt5QR"", ""uri"": ""Screenshot_20251218_155324.png""}}"
app_R_8Ht7EwvrLWYcYT9_0002,app_screenshot1_path,data/qualtrics/team_example/baseline/uploads/R_8Ht7EwvrLWYcYT9/e1uALui.jpg,ok,200,,0.01,0,"{""status"": ""success"", ""request"": {""id"": ""req_jYgZLLRra76E9VQAXkM7F"", ""timestamp"": 1768824332.176416, ""operations"": 5}, ""type"": {""ai_generated"": 0.01}, ""media"": {""id"": ""med_jYgZ5vDvkhOhEq9Agd4Va"", ""uri"": ""e1uALui.jpg""}}"
